,Summary,top_terms
47,"Women will be employed in Saudi Arabia's foreign ministry for the first time this year, Foreign Minister Prince Saud Al-Faisal has been reported as saying.The newspaper said many Saudi women found his explanation ""a pitiful excuse for not employing women"".""I am proud to mention here that this year we shall have women working in the Ministry of Foreign Affairs for the first time.""""Our educational reforms have created a new generation of highly-educated and professionally trained Saudi women who are acquiring their rightful position in Saudi society,"" Arab News quoted Prince Saud as saying.","['year', 'country', 'news', 'minister', 'saying', 'working', 'foreign', 'ministry', 'saudi', 'women']"
48,"US crude prices have soared to fresh four-month highs above $53 in the US as refinery problems propelled petrol prices to an all-time high.Meanwhile, oil production cartel Opec's recent announcement that it was now unlikely to cut production levels has also failed to calm fears on the market.Elsewhere, a refinery in Houston was closed due to mechanical problems, while on Tuesday production at BP's Texas City refinery was taken down for a short time.The jump followed a fire at Western Refining Company's refinery in Texas, which shut down petrol production.In the approach to Spring, the market becomes much more sensitive to problems with petrol production as dealers anticipate rising demand for fuel ahead of the holiday season.Ed Silliere, analyst at Energy Merchant, added: ""Gasoline is up because of the refinery issues in Texas, which means there will be a scramble for product in the (US) Gulf Coast.""","['analyst', 'rising', 'oil', 'opec', 'problems', 'fuel', 'crude', 'fears', 'prices', 'production']"
49,"Fiat is to stop making six-cylinder petrol engines for its sporty Alfa Romeo subsidiary, unions at the Italian carmaker have said.The unions claim Fiat is to close the Fiat Powertrain plant at Arese near Milan and instead source six-cylinder engines from General Motors.Fiat has yet to comment on the matter, but the unions say the new engines will be made by GM in Australia.""Powertrain told us today that Alfa Romeo engines will no longer be made in Arese,"" said union leader Vincenzo Lilliu, as reported by the Reuters news agency.""The assembly line will be dismantled and the six-cylinder Alfa Romeo motor will be replaced with an engine GM produces in Australia.""","['reuters', 'union', 'plant', 'italian', 'carmaker', 'australia', 'alfa', 'gm', 'engines', 'fiat']"
50,"Mr Garnier said the company had absorbed over Â£1.5bn of lost sales to generics but still managing to grow the business.Chief executive Jean-Pierre Garnier said it had been a ""difficult year"".""2005 will also be an important year in terms of research and development pipeline progress.""However, the firm discontinued development of an experimental treatment for obesity, known as '771, after disappointing clinical trial results.","['success', 'progress', 'year', 'fall', 'development', '2005', 'sales', 'profits', 'drug', 'pipeline']"
51,"All areas saw a rise in annual house price inflation in November except for Northern Ireland and the West Midlands, where the rate was unchanged, the ODPM said.It said annual inflation rose between October and November because prices had fallen by 1.1% in the same period in 2003.In London, the area with the highest average house price at Â£262,825, annual inflation rose only slightly in November to 7.1% from 7% the previous month.UK house prices dipped slightly in November, the Office of the Deputy Prime Minister (ODPM) has said.But while the monthly figures may hint at a cooling of the market, annual house price inflation is still strong, up 13.8% in the year to November.The ODPM attributed the monthly fall of prices in November to a drop in the value of detached houses and flats.The ODPM data showed the average house price was Â£192,713 in England; Â£139,544 in Wales; Â£116,542 in Scotland, and Â£111,314 in Northern Ireland.The average house price fell marginally to Â£180,226, from Â£180,444 in October.","['average', 'mortgage', 'uk', 'price', 'annual', 'west', 'prices', 'november', 'inflation', 'house']"
52,"""Whereas the main driver of the economy in recent years has been robust household spending growth, this is likely to suffer as the housing market slowdown gathers pace.""This will result in a marked slowdown in growth in 2005 and 2006 compared to last year, when the economy expanded by 3.25%.Ten years of ""golden"" economic performance may come to an end in 2005 with growth slowing markedly, City consultancy Deloitte has warned.Deloitte is forecasting economic growth of 2% this year, below Chancellor Gordon Brown's forecast of 3% to 3.5%.In its quarterly economic review, Deloitte said the UK economy had enjoyed a ""golden period"" during the past decade with unemployment falling to a near 30 year low and inflation at its lowest since the 1960s.Economic growth is likely to be constrained during the next few years by increased pressure on household budgets and rising taxes, Deloitte believes.","['year', 'period', 'major', 'housing', 'end', 'growth', 'golden', 'economic', 'economy', 'slowdown']"
53,"UK sportswear firm Umbro has posted a 222% rise in annual profit after sales of replica England football kits were boosted by the Euro 2004 tournament.Umbro, which recently lost sponsorship deals with Chelsea and Celtic, said on Thursday it had signed a new four-year agreement with Scottish club Rangers.In January, Umbro announced its sponsorship agreement with Chelsea, which gave Umbro the lucrative right to make replica shirts, would end in 2006, five years earlier than expected.The firm, reporting its first annual results since listing on the London Stock Exchange in June, said the UK market had seen sales growth of 8% last year.Chief executive Peter McGuigan said the firm plans to grow sales both in the UK and internationally.","['2004', 'agreement', 'euro', '2006', 'england', 'uk', 'boosted', 'firm', 'launch', 'sales']"
54,"""Despite some positive news for the export sector, there are worrying signs for manufacturing,"" the BCC said.The BCC found confidence increased in the quarter across both the manufacturing and service sectors although overall it failed to reach the levels at the start of 2004.The outlook for the service sector was ""uncertain"" despite an increase in exports and orders over the quarter, the BCC noted.The UK manufacturing sector will continue to face ""serious challenges"" over the next two years, the British Chamber of Commerce (BCC) has said.However, the BCC found the whole UK economy still faced ""major risks"" and warned that growth is set to slow.The reduced threat of interest rate increases had contributed to improved confidence, it said.The rise came despite exchange rates being cited as a major concern.","['concern', 'survey', 'quarter', 'despite', 'rates', 'major', 'exports', 'sector', 'confidence', 'manufacturing']"
55,"Excluding the car sector, US retail sales were up 0.6% in January, twice what some analysts had been expecting.Excluding the car sector, sales rose by just 0.3%.In December, overall retail sales rose by 1.1%.US retail sales fell 0.3% in January, the biggest monthly decline since last August, driven down by a heavy fall in car sales.The 3.3% fall in car sales had been expected, coming after December's 4% rise in car sales, fuelled by generous pre-Christmas special offers.US retail spending is expected to rise in 2005, but not as quickly as in 2004.","['numbers', '06', 'spending', 'january', 'rose', '03', 'car', 'stores', 'retail', 'sales']"
56,"Eighteen investment firms involved in the sale of the investments agreed the compensation package with the Financial Services Authority (FSA).Investors in these two firms may now have to take any compensation claim to the Financial Ombudsman Service or the courts.Any investor accepting the compensation will have to waive the right to take their case to the Financial Ombudsman Service.Agreeing to pay compensation did not mean that the eighteen firms involved were admitting any guilt, the FSA added.In May, the FSA was widely reported as having asked firms to pay up to Â£350m in compensation.Further details of how investors will be able to claim their share of the compensation package will be announced in the new year.""This should save investors from having to take their case to the Financial Ombudsman Service, something, no doubt, that will be very welcome,"" Rob McIvor, FSA spokesman, told BBC News.","['package', 'share', 'pay', 'capital', 'service', 'financial', 'involved', 'firms', 'investors', 'compensation']"
57,"The Vantage is ""the most important car in the history of our company"", said Aston's chief executive Ulrich Bez.Development costs for the Vantage have been kept low by sharing a platform with Aston's DB9, which Mr Bez described as ""the previous most important car for our company"".Mr Bez - himself a former executive at rival Porsche - said the new car was the company's ""most affordable car ever and makes the brand accessible"".Aston - whose cars were famously used by James Bond - will unveil the Vantage at the Geneva Motor Show on Thursday.","['sports', 'auto', 'executive', 'company', 'mr', 'head', 'important', 'cars', 'car', 'aston']"
58,"The US dollar has dropped against major currencies on concerns that central banks may cut the amount of dollars they hold in their foreign reserves.South Korea, which has about $200bn in foreign reserves, said it plans instead to boost holdings of currencies such as the Australian and Canadian dollar.At 1300 GMT, the euro was up 0.9% on the day at 1.3187 euros per US dollar.On Tuesday, traders in Asia said that both South Korea and Taiwan had withdrawn their bids to buy dollars at the start of the session.A report last month already showed that the dollar was losing its allure as a currency that offered rock-steady returns and stability.Compiled by Central Banking Publications and sponsored by the UK's Royal Bank of Scotland, the survey found 39 nations out of 65 questioned were increasing their euro holdings, with 29 cutting back on the US dollar.","['yen', 'holdings', 'comments', 'south', 'euro', 'currency', 'reserves', 'central', 'korea', 'dollar']"
59,"The UK pension system has been branded inadequate and too complex by a leading retirement think-tank.The think tank's proposals were made in response to the recent publication of the Pensions Commission's initial report into UK retirement savings.The report added that a combination of higher taxes, higher savings and/or a higher average retirement age was needed to solve the UK pension crisis.According to the Pensions Commission's report 12 million working people are not saving enough for their retirement.","['think', 'commission', 'state', 'higher', 'savings', 'report', 'uk', 'retirement', 'pension', 'pensions']"
60,"New York Senator Charles Schumer said he was told by the Senate Rules Committee that the tapes were probably stolen from a commercial plane.Bank of America said the tapes went missing in December while being shipped to a back-up data centre.But although there was no evidence of criminal activity, the bank said, the Secret Service - a federal agency whose brief includes investigations of serious financial crime - is said to be looking into the loss.Customers' accounts were being monitoring and account holders would be notified if any ""unusual activity"" was detected, bank officials said.The Bank of America has revealed it has lost computer tapes containing account details of more than one million customers who are US federal employees.","['customers', 'probably', 'activity', 'affected', 'said', 'federal', 'account', 'missing', 'bank', 'details']"
61,"Verizon has won a takeover battle for US phone firm MCI with a bid worth $6.8bn (Â£3.6bn), reports say.A merger between MCI and Verizon would be the fifth billion-dollar telecoms deal since October.The US telecoms market is consolidating fast, with former long-distance giant AT&T being bought by former subsidiary SBC earlier this year for $16bn.Last week, SBC Communications agreed to buy its former parent and phone trailblazer AT&T for about $16bn.MCI is the US's second-biggest long distance firm after AT&T.Buying MCI would give either Qwest or Verizon access to MCI's global network and business-based subscribers.","['takeover', 'reports', 'telecoms', 'deal', 'phone', 'distance', 'worldcom', 'qwest', 'verizon', 'mci']"
62,"The BDO optimism index - a leading indicator of GDP growth two quarters ahead edged up in January to 102.5, from 102.2 in October.The only thing blighting business optimism this year will be uncertainties associated with the general election, BDO said.""The UK is looking strong going into the general election, but businesses need to prepare themselves for a jolt ahead as the Bank of England reacts to growth and inflationary pressures,"" said Peter Hemington, partner at BDO Stoy Hayward.Optimism is at its highest since 1997 and business will reap the benefits of a continuing rise in public spending, say researchers at BDO Stoy Hayward.UK businesses are set to prosper during the next few months - but this could trigger more interest rate rises, according to a report.","['output', 'england', 'rise', 'january', 'growth', 'rates', 'general', 'gdp', 'index', 'election']"
63,"The Jamaican government is regaining control of Air Jamaica in an bid to help the ailing company out of its financial difficulties.In common with many carriers, Air Jamaica, with debts of $560m (Â£291m), has been hit by high fuel costs and the impact of the 11 September attacks.""The administration is committed to a viable national airline that will serve as a major catalyst for our economy,"" said Finance Minister Omar Davies.","['debts', 'staff', 'committed', 'attacks', 'failed', 'state', 'tycoon', 'control', 'airline', 'air']"
64,"Jeremy de Souza, a spokesman for Crossrail, said on Sunday he could not confirm whether the Treasury was planning to invest Â£7.5bn or when the bill would go before Parliament.The Â£10bn Crossrail transport plan, backed by business groups, is to get the go-ahead this month, according to The Mail on Sunday.It says the UK Treasury has allocated Â£7.5bn ($13.99bn) for the project and that talks with business groups on raising the rest will begin shortly.The Mail on Sunday's Financial Mail said the Â£7.5bn of Treasury money was earmarked for spending in Â£2.5bn instalments in 2010, 2011 and 2012.""We've always said we are going to introduce a hybrid Bill for Crossrail in the Spring and this remains the case,"" the Department for Transport said on Sunday.","['says', 'ahead', 'city', 'line', 'transport', 'business', 'london', 'groups', 'treasury', 'sunday']"
65,"Menatep said the value of its Yukos shareholding had gone from $17.8bn to ""virtually nothing"" since 2003 as a result of the Russian government's action, as its shares have fallen 97%.Group Menatep, the Gibraltar-based holding company which controls 51% of Yukos, says this was illegal.The Russian government's argument for selling Yuganskneftegaz - the unit's full name - was that Yukos owed more than $27bn in back taxes for the years from 2000 onwards.The majority owner of embattled Russian oil firm Yukos has sued the Russian government for $28.3bn (Â£15.2bn).While Russia has signed the Charter, it has never ratified it - which some experts say could make it difficult for Menatep to press its case.Mr Khodorkovsky, currently facing fraud and tax evasion charges of his own, was one of the founders of Menatep.The Kremlin last year seized and sold Yukos' main production arm, Yugansk, to state-run oil group Rosneft for $9.3bn to offset a massive back tax bill.""We have warned the Russian government about their continuing attacks against Yukos, its personnel and its shareholders and we have warned any buyer of Yuganskneftegaz that they would face a lifetime of litigation,"" said Tim Osborne, a director of Group Menatep.According to Menatep, the government's actions were contrary to the 1994 Energy Charter Treaty, which was designed to regulate disagreements over energy investments.","['khodorkovsky', 'tax', 'energy', 'government', 'russia', 'rosneft', 'yugansk', 'russian', 'menatep', 'yukos']"
66,"A US government claim accusing the country's biggest tobacco companies of covering up the effects of smoking has been thrown out by an appeal court.The tobacco companies deny that they illegally conspired to promote smoking and defraud the public.In its case, the government claimed tobacco firms manipulated nicotine levels to increase addiction, targeted teenagers with multi-billion dollar advertising campaigns, lied about the dangers of smoking and ignored research to the contrary.Shares of tobacco companies closed higher after the ruling, with Altria rising 5% and Reynolds showing gains of 4.5%.","['prosecutors', 'rejected', 'settlement', 'brown', 'group', 'companies', 'firms', 'government', 'case', 'court']"
67,"Irish shares have risen to a record high, with investors persuaded to buy into the market by low inflation and strong growth forecasts.""Buoyant economic conditions are set to continue in Ireland over the next few years and Irish equities continue to offer quality growth at a reasonable valuation.""Ireland's economic 'miracle' is enjoying a second wind, with 5% growth forecast for 2005 and 2006.The ISEQ index of leading shares closed up 23 points to 6661.89 on Thursday, fuelled by strong growth in banking and financial stocks.The economy is set for strong growth in 2005 while interest rates remain low.Analysts said that economic conditions were benign and Irish shares were still trading at a discount to other European markets.Allied Irish Banks, Ireland's biggest company by capitalisation, touched a five year peak while Bank of Ireland shares rose to their highest level since August 2002.","['conditions', 'inflation', 'strong', 'high', 'economic', 'good', 'shares', 'growth', 'irish', 'ireland']"
68,"""Even people in social class V [unskilled manual workers] who are widely likely to have the lowest life expectancy can still expect to live 16 years after state pension age,"" he said.Life expectancy at birth is 71 years for a manual worker and 79 years for a professional - a gap of eight years.But if measured at age 65 instead, the PPI said, a manual worker will live to 81 years and a professional worker to 86 years - a gap of just five years.The Pensions Policy Institute (PPI) said life expectancy for unskilled and professional men has been understated.","['said', 'state', 'lower', 'workers', '65', 'gap', 'years', 'age', 'pension', 'life']"
69,"""The focus will be on job creation and economic recovery, given that unfavourable domestic and global conditions are likely to dog the Korean economy in 2005,"" the ministry said.""Given the economic spill over and employment effect in the construction sector, a sharp downturn in the construction industry could have other adverse effects,"" the ministry said.""Internal and external economic conditions are likely to remain unfavourable in 2005,"" the Finance and Economy Ministry said in a statement.In 2004, growth will be between 4.7% and 4.8%, the ministry said.South Korea will boost state spending next year in an effort to create jobs and kick start its sputtering economy.The government has set an economic growth rate target of 5% for next year and hinted that would be in danger unless it took action.As a result, South Korea will give private companies also will be given the chance to build schools, hospitals, houses and other public buildings.As part of its spending plans, the government said it will ask firms to ""roll over mortgage loans that come due in the first half of 2005"" .","['spending', '2005', 'economic', 'given', 'government', 'construction', 'economy', 'south', 'ministry', 'korea']"
70,"To recoup any profit from Wembley, where the firm changed its steel contractor due to a legal dispute, Multiplex will have to win legal claims against subcontractors.It cut A$68m from profit targets for Wembley and another UK project.Shares in Multiplex Group, which is building the new Wembley stadium, fell as much as 19% after it said it would not make any money on the project.The decline came despite Multiplex reporting an 11% rise in pre-tax profits to A$67.7m for 2004 and reaffirming its 2005 profit forecasts.""It is expected that profits will be possible in future periods as the claims are finalised.""Any profits would depend on the outcome of legal cases resulting from a change in steel contractor, it added.","['london', 'australian', 'steel', 'firm', 'legal', 'claims', 'project', 'profits', 'profit', 'wembley']"
71,"Against the yen the dollar was trading down at $103.05.The US dollar has hit a new record low against the euro and analysts predict that more declines are likely in 2005.The dollar slid to a record $1.3666 versus the euro on Thursday, before bouncing back to $1.3636.Disappointing economic reports dented the currency, which had been rallying after European policy makers said they were worried about the euro's strength.The yen, meanwhile, dropped to 141.60 per euro in afternoon trading.Mr Berlusconi said the euro's strength was ""absolutely worrying"" for Italian exports.Earlier on Thursday, the Japanese yen touched its lowest versus the euro on concerns about economic growth in Asia.","['italian', 'schroeder', 'markets', 'trading', 'thursday', 'currency', 'yen', 'strength', 'dollar', 'euro']"
72,"In a sign of a thaw in relations between Egypt and Israel, the two countries have signed a trade protocol with the US, allowing Egyptian goods made in partnership with Israeli firms free access to American markets.The US describes this as the most important economic agreement between Egypt and Israel in two decades.There has been deep sensitivity in Egypt about any form of co-operation with Israel as long as its peace process with the Palestinians remains blocked.Both exchanged prisoners earlier this month, with Egypt handing back an Israeli who has served eight years in prison after being convicted for spying.The protocol establishing the zones has been stalled for years.Egyptian President Hosni Mubarak has described Israeli Prime Minister Ariel Sharon as the best chance for the Palestinians to achieve peace.","['settlement', 'economic', 'countries', 'agreement', 'access', 'signed', 'free', 'trade', 'believes', 'israel']"
73,"Indonesia's government has confirmed it is considering raising fuel prices by as much as 30%.Indonesia pays subsidies to importers in order to stabilise domestic fuel prices, but higher oil prices have forced the government to spend more on holding prices down.Since President Yudhoyono's government came to power in October, it has indicated its intention of raising domestic fuel prices by cutting subsidies.President Susilo Bambang Yudhoyono's government has said it wants to curb fuel subsidies and direct the money into aid programmes for the poor.Indonesia's previous government, led by President Megawati Sukarnoputri, also attempted to cut subsidies in 2003, but was forced to back down in the face of public protests.But critics argue cutting subsidies will hurt the poorer families that his government says it wants to help.","['cutting', 'trillion', 'president', 'millions', '30', 'government', 'indonesia', 'prices', 'subsidies', 'fuel']"
74,"CBI chief economist Ian McCafferty said the economy had ""slowed in recent months in response to rate rises"" but that it was difficult to gauge from the Christmas period the likely pace of activity through the summer.Manufacturers' organisation, the EEF, said it expected the hold in interest rates to continue in the near future.""The Bank is having to juggle the emergence of inflationary pressures, driven by a tight labour market and buoyant commodity prices, against the risk of an over-abrupt slowdown in consumer activity,"" he said.The Bank of England has left interest rates on hold again at 4.75%, in a widely-predicted move.""So far the evidence suggests that last year's rate increases have helped to rebalance the economy without damaging the recovery in manufacturing,"" said EEF chief economist, Steve Radley.It also said there was evidence that manufacturers' confidence may be waning as the outlook for the world economy becomes more uncertain.Rates went up five times from November 2003 - as the bank sought to cool the housing market and consumer debt - but have remained unchanged since August.Rising interest rates and the accompanying slowdown in the housing market have knocked consumers' optimism, causing a sharp fall in demand for expensive goods, according to a report earlier this week from the British Retail Consortium.""Interest rates are likely to remain on hold for some time.""","['retail', 'housing', 'economy', 'outlook', 'slowdown', 'christmas', 'consumer', 'bank', 'manufacturing', 'rates']"
75,"Inbev was formed in August 2004 when Belgium's Interbrew bought Brazilian brewer Ambev.Brewing giant Inbev has agreed to buy Alfa-Eco's stake in Sun Interbrew, Russia's second-largest brewer, for up to 259.7m euros ($353.3m; Â£183.75m).Sun Interbrew, which employs 8,000 staff, owns breweries in eight Russian cities - Klin, Ivanovo, Saransk, Kursk, Volzhsky, Omsk, Perm and Novocheboksarsk.The deal gives Inbev, the world's biggest beermaker, near-total control over the Russian brewer.Alfa-Eco, the venture capital arm of Russian conglomerate Alfa Group, has a one-fifth stake in Sun Interbrew.","['completed', '2004', 'shares', 'deal', 'giant', 'bought', 'stake', 'august', 'russian', 'alfa']"
76,"EuroDisney will sell the new shares priced at 9 euros cents each.EuroDisney, the European home of Mickey Mouse and friends, has said it will sell 253m euros (Â£175m; $328m) of new shares as it looks to avoid insolvency.A new attraction - Walt Disney Studios - has recently opened its site near Paris.Despite struggling since it was opened in 1992, EuroDisney has recently made progress in turning its business around and ticket sales have picked up.","['troubled', 'saudi', 'shares', 'stock', 'sell', 'new', 'recently', 'paris', 'restructuring', 'euros']"
77,"The Act also applies to firms with more than 300 US shareholders, a situation many firms without US listings could find themselves in.It obliges all firms with US stock market listings to make declarations, which, critics say, will add substantially to the cost of preparing their annual accounts.The US stock market watchdog's chairman has said he is willing to soften tough new US corporate governance rules to ease the burden on foreign firms.The SEC has already delayed implementation of this clause for smaller firms - including US ones - with market capitalisations below $700m (Â£374m).Mr Donaldson said the SEC would ""consider whether there should be a new approach to the deregistration process"" for foreign firms unwilling to meet US requirements.The US regulator said foreign firms may get extra time to comply with a key clause in the Sarbanes-Oxley Act.But European firms with secondary listings in New York have objected - arguing that the compliance costs outweigh the benefits of a dual listing.European firms have protested that US laws introduced after the Enron scandal make Wall Street listings too costly.Compliance costs are already believed to be making firms wary of US listings.Mr Donaldson said that although the Act does not provide exemptions for foreign firms, the Securities and Exchange Commission (SEC) would ""continue to be sensitive to the need to accomodate foreign structures and requirements"".","['market', 'accounts', 'stock', 'executives', 'china', 'foreign', 'sec', 'act', 'listings', 'firms']"
78,"The ministry said that it wanted to increase Iraq's ""very low telephone service penetration rate from about 4.5% today to about 25% within 10 years.""Bids have been invited from local, Arab and foreign companies, Iraq's Ministry of Communications said.The ministry said it would base its selection on criteria including the speed of implementation, tariff rates, coverage, and the firm's experience and financial strength.It also hopes to develop a ""highly visible and changeable telecommunication sector"".","['post', 'strength', 'planning', 'details', 'communications', 'internet', 'phone', 'bids', 'ministry', 'iraq']"
79,"US retail sales ended the year on a high note with solid gains in December, boosted by strong car sales.Sales for the year also broke through the $4 trillion mark for the first time - with annual sales coming in at $4.06 trillion However, if automotives are excluded from December's data, retail sales rose just 0.3% on the month.Retail sales are seen as a major part of consumer spending - which in turn makes up two-thirds of economic output in the US.During that time, sales grew a lacklustre 2.9% in 2001 and 2.5% a year later.But as well as hitting the shops, more US consumers were going online or using mail order for their purchases - with non-store retailers seeing sales rise by 1.9%.The increase in sales during December pushed total spending for the month to $349.4bn (Â£265.9bn).Dealers were forced to cut prices in December to maintain sales growth in a tough quarter when the usual end-of-year holiday sales boom was slow to get started.Sales climbed 8% for the year, the best performance since an 8.5% rise in 1999, the Commerce Department added.","['claims', 'rate', 'consumer', 'fed', 'month', '2001', 'spending', 'december', 'retail', 'sales']"
80,"Net profit surged 70% to 2.39bn rupees ($54.98m; Â£29.32m) in the last three months of 2004 compared with 1.41bn rupees a year earlier.Profit was 1.33bn rupees compared with 874.2m rupees a year earlier.India's biggest carmaker Maruti has reported a sharp increase in quarterly profit after a booming economy and low interest rates boosted demand.Maruti accounts for half of India's domestic car sales, luring consumers with cheap, fuel-efficient vehicles.Utility vehicle and tractor maker Mahindra has reported a 52% rise in net profit during the last three months of 2004.","['2004', 'compared', 'net', 'sales', 'increase', 'vehicles', 'car', 'profit', 'india', 'rupees']"
81,"The comments come a day after US Treasury Secretary John Snow said a strong dollar was ""in America's interest"".US officials were talking up the dollar, they said, but failing to take action to back up their words.But analysts said the respite was likely to be only temporary.Nicolas Sarkozy of France said he and his colleagues were unanimous in their worry that the decline of the dollar would hit Europe's economies by eating into their exports.At 0619 GMT on Tuesday, the dollar was up slightly at just above $1.29 to the euro, and buying 105.6 yen in Tokyo.Meeting in Brussels, finance ministers of the 12 eurozone countries voiced their concern that the rise of the european currency was harming exports.European leaders have openly blamed the US for the sharp rise in the value of the euro.The European ministers' comments, said Junya Tanase of JPMorgan Chase bank in Tokyo, were ""generally too weak to produce a market reaction"".","['weak', 'action', 'comments', 'europe', 'tokyo', 'said', 'ministers', 'exports', 'european', 'dollar']"
82,"The prosecution's star witness, former WorldCom financial chief Scott Sullivan, has said that Mr Ebbers ordered accounting adjustments at the firm, telling him to ""hit our books"".However, Ms Cooper said Mr Sullivan had not mentioned ""anything uncomfortable"" about WorldCom's accounting during a 2001 audit committee meeting.Mr Ebber's lawyers have said he was unaware of the fraud, arguing that auditors did not alert him to any problems.Mr Ebbers has pleaded not guilty to charges of fraud and conspiracy.Ms Cooper also said that during shareholder meetings Mr Ebbers often passed over technical questions to the company's finance chief, giving only ""brief"" answers himself.Prosecution lawyers have argued that Mr Ebbers orchestrated a series of accounting tricks at WorldCom, ordering employees to hide expenses and inflate revenues to meet Wall Street earnings estimates.","['mci', 'charges', 'sullivan', 'lawyers', 'ms', 'mr', 'fraud', 'ebbers', 'accounting', 'worldcom']"
83,"Yukos reacted immediately by repeating its view that the auction was illegal in international and Russian law, and said Baikal had bought itself trouble.A little-known Russian company has bought the main production unit of oil giant Yukos at auction in Moscow.Meanwhile, Tim Osborne, head of Yukos main shareholders' group Menatep, said that Yukos may have to declare itself bankrupt, and that legal action would be taken, outside Russia, against the auction winners.Hours before the auction lawyers for Menatep, a group through which Mr Khodorkovsky and his associates control Yukos, said they would take legal action in other countries.""The company considers that the victor of today's auction has bought itself a serious $9bn headache,"" said Yukos spokesman Alexander Shadrin.However, Gazprom has announced it is not linked to Baikal in any way.Yukos has always insisted the auction was state-sponsored theft but Russian authorities argued they were imposing the law, trying to recover billions in unpaid taxes.""I would not exclude that the structure of the deal has slightly changed and Gazprom now has a partner.Yukos has said the sale amounts to expropriation - punishment for the political ambitions of its founder, Mikhail Khodorkovsky.Baikal paid 260.75bn roubles ($9.37bn: Â£4.8bn) for Yugansk - nowhere near the $27bn Russia says Yukos owes in taxes.But just two companies turned up for the auction, Gazprom and the unknown Baikal Finance Group, named after a large freshwater lake in Siberia.Reports from Russia say Baikal has paid a deposit of nearly $1.7bn from a Sberbank (Savings Bank) account to the Russian Federal Property Fund, for Yugansk.And, according to Tass news agency, Gazprom did not make a single bid, leaving the way open for Baikal, which paid above the auction start price of 246.75bn roubles.The protection, if recognised by the Russian authorities, would have allowed Yukos' current management to retain control of the business and block the sale of any company assets.","['khodorkovsky', 'group', 'menatep', 'paid', 'yugansk', 'russian', 'auction', 'gazprom', 'baikal', 'yukos']"
84,"Mittal Steel, one of the world's largest steel producers, could cut up to 45,000 jobs over the next five years, its chief executive has said.Mittal Steel has operations in 14 countries.Mr Mittal told US investors that once the acquisition of International Steel Group was completed, the company would aim to reduce its workforce by between 7,000 and 8,000 annually.A Mittal Steel spokeman said that no decisions on job cuts have been made yet.Mittal Steel was formed last year when Mr Mittal's LNM Holdings merged with Dutch firm Ispat.However, Lakshmi Mittal has told investors the combined company will have to shed thousands of jobs.","['company', 'firm', 'mr', 'job', 'told', 'operations', 'staff', 'jobs', 'steel', 'mittal']"
85,"Russian oil and gas company Yukos is due in a US court on Thursday as it continues to fight for its survival.Deutsche Bank, which is also an advisor to Gazprom, has called on the US court to overturn its decision to provide Yukos with bankruptcy protection.Russian President Vladimir Putin and the country's legal authorities have repeatedly said that the US has no jurisdiction over Yukos and its legal wranglings.Yukos lawyers now say the auction violated US bankruptcy law.Yukos has won small victories, however, and is bullish about its chances in court.Yukos filed for bankruptcy in the US, hoping to use international business law to halt the forced sale of its key oil production unit, Yuganskneftegas.Analysts are not optimistic about Yukos' chances in court.The German lender is one of six banks that were barred from providing financing to Gazprom, the Russian state-owned company that was expected to win the auction for Yuganskneftegas.","['company', 'legal', 'authorities', 'deutsche', 'auction', 'bankruptcy', 'yuganskneftegas', 'court', 'russian', 'yukos']"
86,"That is 9.1% higher than such orders reported for the same period last year.The global sports giant said it posted a profit of $261.9m (Â£135.6m), for the three months to 30 November, up from $179.1m in the same period last year.Nike has reported its best second-quarter earnings, helped by strong demand for its athletic shoes and Converse sneakers.The firm reported worldwide futures orders for athletic footwear and gear, scheduled for delivery from December 2004 to April 2005, of $4.9bn.","['year', 'growth', 'earnings', 'helped', 'revenues', 'strong', 'quarter', 'sports', 'period', 'reported']"
87,"The US dollar hovered close to record lows against the euro on Friday as concern grows about the size of the US budget deficit.The dollar was trading at $1.3652 versus the euro on Friday morning after hitting a fresh record low of $1.3667 on Thursday.""There are no dollar buyers now, especially after the Chicago data yesterday,"" said ABN Amro's Paul Mackel.Mr Berlusconi said the euro's strength was ""absolutely worrying"" for Italian exports.The Bush administration's apparent unwillingness to intervene to support the dollar has caused further concern.At the same time, German Chancellor Gerhard Schroeder and Italian Prime Minister Silvio Berlusconi voiced concerns about the strength of the euro.","['thursday', 'friday', 'strength', 'concern', 'italian', 'schroeder', 'record', 'trading', 'euro', 'dollar']"
88,"Russian oil company Yukos has dropped the threat of legal action against five banks it had accused of involvement in the sale of its key Yugansk unit.Yukos says the sale was illegal and is pursuing damages in a US court.However, Yukos still has an outstanding complaint against Deutsche Bank, which it alleges to be the leader of a consortium that was behind a bid for Yugansk by state gas monopoly Gazprom.But Deutsche Bank has suggested Yukos artificially manufactured a legal case to stop the sale of its main asset.Yugansk was sold to a little-known shell company, which in turn was bought by Rosneft.","['legal', 'case', 'deutsche', 'rosneft', 'russian', 'gazprom', 'yugansk', 'court', 'sale', 'yukos']"
